title,date,section,summary
"한경협 ""노조법 개정안, 위헌 우려 크다...전면재고 필요""",2024.08.08. 오전 6:00,101,"민주당 박찬대 원내대표는 취임 100일을 맞아 여야 대립 상황에 대해 유감을 표하면서도 정부와 여당에 책임을 물었습니다. 영수회담을 강조하며 대화와 협치를 요구했고, 금투세 논란과 특검법에 대한 입장을 밝혔습니다. 특히 '제3자 추천' 방식에 대해 협상 가능성을 열어놓았습니다."
엔 캐리 수천억∼수조 달러 규모 추산…여전히 시장 불안 요인,2024.08.08. 오전 10:49,101,"과학기술정보통신부 장관 후보자 유상임이 자녀의 병역기피 의혹과 관련한 인사청문회를 진행하며 파행 위기를 겪었습니다. 자료 미비로 인해 예정보다 20분 늦게 시작된 인사청문회에서 야당과 여당은 자료 제출 문제를 놓고 강하게 대립했습니다. 유 후보자는 자녀의 위장전입 의혹에 대해 사과하며, 병역기피 의혹에 대해서도 설명했습니다."
日 주식 평균 8% 보유한 버핏…추가매수 나설까,2024.08.08. 오후 1:26,101,"민병덕 의원은 PG 라이선스를 보유한 티메프의 관리감독 실패로 인해 금감원장과 공정거래위원장의 사퇴를 촉구했습니다. 티메프는 매월 150억원 이상의 수익을 올리고 있으며, 중소 온라인 가맹점의 경우 보증보험 가입이 필수이지만 대형 플랫폼은 보증보험 가입이 어려워 소비자 피해가 우려되고 있습니다. 민 의원은 온플법 등의 법적 규율이 시장 성장에 뒤처지고 있다며 PG사들과 카드사들이 피해를 공동으로 나누어야 한다고 강조했습니다."
"박찬대 ""정치 실종, 尹 리더십이 근본 원인…영수회담 나서라""",2024.08.08. 오후 12:01,100,"글로벌 신용평가사 S&P가 SK하이닉스의 기업 신용등급을 'BBB-'에서 'BBB'로 상향 조정했습니다. SK하이닉스는 메모리 반도체 시장에서 우수한 경쟁 지위를 유지하며, HBM 시장을 선도하고 있습니다. 또한 D램과 낸드 시장에서도 견고한 2위를 기록하고 있어 향후 업황이 반등할 경우 실적에 긍정적일 것으로 분석했습니다. 하지만 경쟁 심화가 잠재적인 위험 요인으로 작용할 수 있습니다."
"민주당 ""티메프 사태, 사회적 재난…카드사도 피해 복구 동참해야""",2024.08.08. 오후 12:58,101,"위메프와 티몬의 미정산 사태로 셀러들이 플랫폼 이용료를 여전히 청구받고 있어 고통받고 있습니다. 정산 업무가 마비된 상황에서도 비용 청구만 이루어지고 있어 셀러들의 불만이 커지고 있습니다. 티몬과 위메프의 판매대금 정산 주기는 최대 70일이나 광고비와 서버 이용료는 매달 청구되고 있습니다.큐텐은 서버 이용료를 최대 3%포인트 인상하겠다는 계획을 밝히기도 했지만, 셀러들의 반발로 잠정 연기되었습니다.셀러들은 플랫폼의 무책임한 행태에 분노를 토로하고 있습니다."
'전기차 포비아' 확산…차량용 반도체 수요도 영향 받을까?,2024.08.08. 오후 1:29,101,"서울시 공공자전거 '따릉이'와 공유 전동킥보드를 이용해 난폭운전을 일삼은 '따릉이 폭주족 연맹' 운영자가 10대 고등학생으로 확인됐습니다. 경찰은 특수협박죄 등 혐의로 A군을 검거했는데, A군은 시민을 다치게 하거나 위협하고 사회적 불안을 조장한 혐의를 받고 있습니다. A군은 사과문을 통해 잘못된 행동으로 인한 사과와 벌을 받겠다는 의지를 표명했습니다."
"이복현 ""두산 `로보-밥캣 합병` 정정신고서, 미비점 발견시 횟수 제한 없이 정정 요청할 것""",2024.08.08. 오후 1:20,101,이복현 금융감독원장은 '두산로보틱스-두산밥캣' 합병 건과 관련해 정정신고서를 요청할 것이라고 밝혔습니다. 소액주주들은 합병 비율을 불공정하다고 반발하고 있지만 두산그룹은 기존 비율을 유지할 계획입니다. 이 원장은 기업의 지배주주 이익 우선 경영에 대해 우려를 표명하며 CEO나 대주주들이 소액주주와 소통을 강화해야 한다고 당부했습니다. 해외 대기업들과 비교했을 때 국내 기업들의 소통 부족 문제를 지적했습니다.
"큐텐, 판매 대금은 안 주고 서버 이용료는 청구했다",2024.08.08. 오후 1:28,101,"연세대가 조국 대표의 아들의 석사 학위를 취소한 뒤, 최순실의 딸 정유라 씨가 불합리함을 토로했습니다. 정유라 씨는 자신의 학위가 중졸이 되었음에도 운동선수들의 출결을 인정해주길 원하며, 정치에 피해를 주고 싶지 않아 자진해서 자퇴했다고 밝혔습니다. 이에 대한 비판을 통해 정유라 씨는 현재 학위를 돌려받는 것에 대해 소용이 없다는 입장을 밝히며, 국가의 양심 없는 현실을 비판했습니다."
SK하이닉스 주가 급락하는데···신용등급은 역대 최고,2024.08.08. 오후 1:25,101,"유시민 작가는 최근 정치권에서 불거진 삼부토건 주가조작 의혹과 세관마약 수사 외압 의혹에 대해 국가 수준과 연관 짚었다. 그는 인간이 권력에 굴종하는 성향이 있으며, 각자가 노력하지 않으면 그 본성으로 회귀할 수 있다고 설명했다. 삼부토건 관련 의혹에 대해 의심이 들 수밖에 없는 상황이라고 평가하며, 세관마약 수사 외압 의혹에 대해서는 아직 사실관계 파악이 부족하다고 봤다."
'따릉이 폭주족' 계정 운영자 10대였다…경찰 검거,2024.08.08. 오후 1:33,102,"올해 광복절 특별사면 대상자를 가리기 위한 심사가 8일 이뤄졌습니다. 이번 대상으로는 드루킹 사건으로 징역 2년을 선고받은 김경수 전 경남도지사, 조윤선 전 청와대 정무수석 등이 포함될 예정입니다. 사면심사위는 법무부 장관과 외부 위원으로 구성되어 대통령에게 사면·복권 대상자 명단을 상신하고 대통령이 최종 결정하게 됩니다. 지난해에는 2176명에 대해 사면이 이뤄졌으며, 올해에는 여야 정치인 7명과 SK그룹 수석부회장 등이 포함됐습니다."
오늘 ‘광복절 특별사면’ 심사위…김경수·조윤선 등 거론,2024.08.08. 오전 7:43,102,인천 서부경찰서는 옛 연인을 흉기로 다치게 한 40대 남성 A씨를 추적 중입니다. B씨는 얼굴과 팔을 다치고 병원에서 치료를 받고 있지만 생명에는 지장이 없는 것으로 알려졌습니다. 경찰은 A씨의 신원을 특정하고 도주 경로를 확인한 뒤 검거에 집중하고 있습니다. 현장에 출동한 경찰은 피해자의 안정을 취하고 있으며 A씨를 잡은 뒤 범행 동기를 조사할 예정입니다.
지하주차장서 옛 연인에게 흉기 휘둘러... 40대 신원 특정,2024.08.07. 오후 6:09,102,"치킨 프랜차이즈 제너시스BBQ가 가맹점주 단체에서 활동한 점주들의 계약갱신을 거절한 것은 위법이라는 대법원 판단이 나왔습니다. 대법원은 제너시스BBQ가 가맹점사업자단체 활동을 위축시키려는 목적에서 계약 갱신을 거절하고 불이익을 제공한 것으로 판단했습니다. 이에 대법원은 과징금 부과를 취소하고, 불이익 제공 행위에 대해 재심을 요구했습니다."
"점주 협의회 만들자 계약 끊은 BBQ…대법 ""위법""",2024.08.08. 오후 1:34,102,유튜버 구제역이 먹방 유튜버 '쯔양'을 협박해 돈을 갈취한 혐의로 구속된 사건이 화제입니다. 이근 유튜버가 구제역의 성매매 의혹을 폭로하겠다고 밝히며 논란이 확산되고 있습니다. 구제역은 쯔양과 전 남자친구 간 과거를 폭로하지 않는 조건으로 쯔양을 협박해 5500만 원을 받아 챙긴 혐의를 받고 있습니다.
"경기도, 이화영 전 부지사측 요구 ‘쌍방울 대북송금’ 사건자료 법원에 제출",2024.08.08. 오후 1:25,102,"유튜버 '전투토끼'가 밀양 여중생 집단 성폭행 사건 가해자 신상을 동의 없이 유튜브에 공개한 혐의로 경찰에 구속됐습니다. 이에 대해 경찰은 가해자 신상 유포자들을 고소·진정 받아 수사 중이며, 사건과 무관한 내용으로 피해를 입은 사람들도 있다고 합니다. 이 사건은 2004년 발생한 밀양 성폭행 사건으로, 피의자 10명이 기소되고 20명은 소년부로 송치됐으며 13명은 공소권 없음 결정을 받았습니다."
"""잠자리 들어가면 300 스타트""…이근, '구제역 성매매 의혹' 폭로 예고",2024.08.08. 오후 1:37,102,"청탁금지법을 담당하는 권익위 부서 책임자가 숨진 채 발견됐습니다. A씨는 김여사 명품백 수수 의혹과 이재명 응급헬기 논란 등을 조사하며 민감사건을 처리했습니다. 최근 스트레스와 업무 과중으로 호소한 A씨는 부패방지국 국장 직무를 맡았으며, 정확한 사인은 경찰 조사 중입니다.언제나 자살예방상담전화를 이용할 수 있습니다."
"“도주 우려” 유튜버 전투토끼 구속… 밀양 가해자 신상공개, 명예훼손 혐의",2024.08.08. 오후 1:56,102,"코로나19 확산세가 다시 높아지고 있는 가운데 전문가들은 마스크 착용을 강하게 권고하고 있습니다. 호흡기 환자들 중 25%가 코로나19 환자로 확인되고 있으며, 중환자 수도 더 늘어날 것으로 예상됩니다. 새로운 변이인 KP.3는 면역 회피 능력이 강해 전파력이 높아졌으며, 재감염 가능성도 있다고 합니다. 이에 대중교통이나 감염 취약 시설에서는 마스크 착용을 강하게 권고하는 방역 강화가 필요하다는 의견이 제시되었습니다.특히 의료계의 어려움으로 코로나19 환자가 폭증할 경우 대응이 어려울 수 있으니 주의가 요구됩니다."
"필수의료 이탈 와중에…""마스크 강력 권고, 코로나 재난 올수도""",2024.08.08. 오후 1:34,102,"오늘 중부지방에는 비가, 남부지방과 제주도는 소나기가 내릴 예정입니다. 전북 정읍 지역에서는 강한 소나기가 쏟아지고 있습니다. 전국 대다수 지역은 폭염이 계속되며, 낮 기온은 33도에서 36도까지 오를 것으로 예상됩니다. 바다의 물결은 잔잔하게 일 것이며, 내일은 강원 산지와 남부지방, 제주도에 소나기가 예상됩니다. 현재까지 날씨 소식이었습니다."
권익위원회 고위 인사 자택서 숨진 채 발견,2024.08.08. 오후 1:23,102,"20년 전 덕수궁 선원전 터에서 미국 대사관 건립 계획을 막은 시민들의 투쟁이 회생의 역사로 남았습니다. 선원전 터는 궁궐의 중심지로, 미국 정부의 계획을 좌절시키고 전각을 복원했습니다. 시민들의 노력으로 덕수궁의 역사성을 지키게 되었고, 현재는 복원정비가 이루어지고 있습니다. 이를 통해 덕수궁의 역사적 가치가 재조명되고 있습니다."
"충남경찰, 유명연예인 도용 '불법도박사이트 운영' 일당 11명 검거… 3명 구속",2024.08.08. 오후 1:26,102,"셀프 주유소 등 위험물 보관 장소에서의 흡연은 최대 500만원의 과태료 부과 대상이 되었습니다. 주요 개정 사항은 흡연 금지, 금연 표지 설치 의무, 안전한 흡연 장소 지정 등입니다. 이를 위반할 경우 과태료 처분이 이뤄지며, 이는 화재·폭발 사고 예방을 위한 조치로 이해되고 있습니다. 소방청은 국민들의 협조를 당부하고 있습니다."
"[오후날씨 꿀팁] 중부에 비, 남부는 소나기…전국 대부분 폭염경보",2024.08.08. 오후 12:34,103,"충남경찰이 유명 연예인 얼굴을 도용해 불법 도박사이트를 운영한 일당 11명을 검거했습니다. 이들은 유튜브를 통해 도박 해설 영상을 방송하고 도박자들을 유인한 혐의로 3명을 구속했는데, 총 4520명의 도박자를 모집한 것으로 밝혀졌습니다. 경찰은 불법 도박사이트를 통해 3800억 상당의 도금을 받았으며, 청소년 도박자 24명에 대해서는 치유를 위해 조사 중이라고 합니다. 도경찰청은 하반기 불법 사이버도박 특별단속을 실시할 예정이며, 도박광고에 대한 엄단을 약속했습니다."
"갈기갈기 찢긴 조선왕실 사당 터, 미국 대사관 건립 막아낸 사람들",2024.08.08. 오전 10:04,103,"국가유산청이 '경복궁 생과방' 행사를 다음 달 4일부터 10월 31일까지 개최한다고 밝혔습니다. 조선 왕실의 별식을 맛볼 수 있는 이 행사는 추첨제로 진행되며, 예매권을 신청한 뒤 당첨되면 관람일과 시간을 선택할 수 있습니다. 다과는 대추인절미병 묶음과 주악 세트 중 선택 가능하며, 약 1시간 10분 동안 진행됩니다."
기름 넣다 “펑”…주유소서 담배 피우면 500만원 벌금 폭탄,2024.08.08. 오후 1:36,102,SNS를 통해 정신질환을 공개하는 행동이 늘어나면서 Z세대의 불안과 우울증이 증가하고 있는 것으로 조너선 하이트 교수가 분석했습니다. 특히 여성 청소년은 소셜미디어를 통해 상대적 공격성을 드러내며 불안에 시달리고 있습니다. 부모의 과잉보호와 온라인 세계의 무책임한 방임도 문제라고 지적했습니다. 해결책은 스마트폰 사용을 제한하고 정서적 지원을 제공하는 것이라고 합니다.
우리 아이의 '유리멘탈' 알고보니 스마트폰 탓[북적book적],2024.08.08. 오전 10:04,103,"한여름 무더위가 계속되는 가운데, 강릉에서는 가로수마다 물주머니를 달아 열기를 식히고 있습니다. 서울은 18일째, 제주는 24일째로 열대야가 이어지고 있으며, 오늘은 서울과 수도권에 비가 오락가락하겠습니다. 대기 불안정으로 남부 지방은 소나기 소식이 있고, 중부 지방은 흐릴 것으로 예상됩니다. 최고 기온은 서울 33도, 광주 33도, 대구 36도까지 오를 예정이며, 내일은 동쪽 지방에, 모레는 전국에 소나기가 예상됩니다."
조선 왕실이 즐기던 궁중 다과…내달 4일부터 '경복궁 생과방',2024.08.08. 오전 10:39,103,"반도체 업계는 최근 전기차 화재로 인한 '포비아'로 인해 타격을 입을 우려가 있습니다. 전기차는 차량용 반도체가 많이 필요한데, 이로 인해 고객 확보와 자율주행차용 반도체 공급이 지연될 수 있습니다. 이에 반도체 업체들이 부정적 영향을 받을 우려가 있으며, 자율주행차 시장도 후순위로 밀릴 것으로 보입니다.하지만 전기차 시장 안정 후 자율주행차 수요가 증가할 것으로 전망됩니다.삼성전자와 SK하이닉스 등이 차량용 반도체 개발에 힘을 쏟고 있습니다."
"[날씨] 낮 동안 폭염 이어져‥중부 비, 남부 소나기",2024.08.08. 오전 9:41,103,"영화 '스타워즈' 시리즈로 유명한 배우 데이지 리들리(32)가 그레이브스병 진단을 받았다고 고백했습니다. 그레이브스병은 갑상선 호르몬이 과다 분비되어 심박수 증가, 체중 감소, 불면증 등의 증상을 유발합니다. 약물 치료나 수술로 치료 가능하며, 주기적인 혈액검사가 필요합니다. 수술 후에는 목소리 변화나 부작용이 발생할 수 있습니다."
올해는 광복절 이후로도 덥다…예년과 달리 높은 기온 유지,2024.08.08. 오후 12:02,103,"이번 주말 중상층 고기압이 강화되어 서쪽 지방에서 폭염이 예상됩니다. 올여름은 폭염보다 열대야가 더 심하며, 지난달 평균 열대야 일수가 역대 1위를 기록했습니다. 또한, 오늘 새벽 5호 태풍 마리아가 발생했지만 우리나라에는 영향이 없을 것으로 보입니다. 태풍 발생이 많아지는 시기이므로 지속적인 주의와 대비가 필요합니다."
"스타워즈 女주인공, ‘이 병’ 때문에 손 떨리고 심박수 증가 고백… 원인 뭐였길래?",2024.08.08. 오전 11:41,103,"경기도는 쌍방울 불법 대북 송금 사건과 관련해 이화영 전 평화부지사 측이 요청한 자료를 법원에 제출했습니다. 이 전 부지사는 쌍방울 800만 달러 대북송금 혐의 등으로 기소돼 징역 9년 6월을 선고받았습니다. 경기도는 법적 절차에 따라 자료를 보냈으며, 이 전 부지사의 변호인은 2019년 아시아태평양 국제대회 결과보고서 제출을 요구했습니다."
"[날씨] 열대야 심한 올여름, 말복 이후 계속...5호 태풍, 韓 영향 없어",2024.08.08. 오전 11:35,103,"박정희 대통령 생가앞 새마을조각상에 대한 뉴스 기사에서는 중국의 덩샤오핑이 '흑묘백묘론'과 '선부론'을 통해 박정희 모델을 수용하고 중국의 경제발전에 성공적으로 적용한 사실을 다루고 있습니다. 중국은 박정희 모델을 따라가는 것 외에는 다른 선택지가 없다고 인식하고, 박정희 모델을 계승한 성공적인 경제발전을 이루어냈습니다. 중국과 한국의 지도자들의 리더십을 비교하며 박정희 모델의 공과를 재평가해야 한다는 주장도 제기되고 있습니다."
"[거대한 뿌리, 구미]<3> 박정희 구미와 중국",2024.08.08. 오후 12:31,103,"미국 팝가수 테일러 스위프트의 오스트리아 빈 콘서트가 테러 공격 모의로 취소됐습니다. 오스트리아 정부가 공연장 공격 계획을 확인하자 콘서트 주최 측은 모든 티켓을 환불하고 3건의 공연을 취소했습니다. 경찰은 이슬람 극단주의 무장세력 IS에 충성한 19세 오스트리아 시민을 포함한 두 명을 구금했으며, 수사 중입니다. 이번 공연은 '에라스 투어'의 일부로, 빈 콘서트를 마지막으로 캐나다에서 마무리될 예정이었습니다."
스위프트 공연서 ‘IS 추종’ 용의자 테러모의 적발…오스트리아 콘서트 취소,2024.08.08. 오전 11:45,104,"미국 최대 은행 JP모간체이스의 제이미 다이먼 회장 겸 CEO가 미국 경제가 연착륙 가능성을 35~40%로 전망하며 경기 침체를 우려하고 있다고 밝혔습니다. 다이먼 회장은 불확실성이 많다며 시장을 불안하게 만드는 요인들을 지적하고, 현재 미국은 침체 상황은 아니라고 진단했습니다. Fed의 인플레이션 목표치를 낮출 수 있을지에 대해 회의적인 입장을 보이며, 트럼프 전 대통령이 재무장관 후보로 고려했다가 번복한 바 있다고 전했습니다."
"글로벌 시장 ‘뇌관’ 부상한 엔화...“엔캐리 청산, 이제 시작”",2024.08.08. 오전 11:21,104,"이란 대통령 페제시키안이 이스라엘과의 전쟁을 피해야 한다며 하메네이에게 군사적 보복 자제를 간청했습니다. 이에 대한 하메네이의 반응은 없었으며, 페제시키안은 이스라엘과의 전면전이 경제 붕괴로 이어질 수 있다고 경고했습니다. 이란 대통령은 군사적 강경책을 압박받고 있으며, 서방과의 관계 개선을 공약했던 그는 이스라엘에 대한 보복을 불가피하다고 주장했습니다."
"JP모간 회장 ""美 경제 침체 가능성…연착륙 확률 40%""",2024.08.08. 오전 11:19,104,"세계 금융시장에서 엔 캐리 트레이드 청산으로 글로벌 시장이 동요하고 있습니다. BOJ의 기준금리 인상으로 엔화 가치가 반등하자 대규모 자금이 철수하며 글로벌 증시 폭락장이 연출되었습니다. 엔 캐리 트레이드 자금은 5000억달러로 추정되며, 최근 50~60%가 청산됐다고 전문가들은 추정하고 있습니다. 이로 인해 일본 대표 지수인 닛케이 225는 12.4% 폭락하고, 미국 뉴욕증시도 최대 폭락을 기록했습니다. 엔화 자금의 철수가 일본 경제뿐만 아니라 세계 경제에도 악영향을 미칠 수 있다는 우려가 제기되고 있습니다."
"""이란 대통령, 최고지도자에 '이스라엘과 전쟁 피해야' 간청""",2024.08.08. 오후 1:03,104,가자 지구에서 10개월간 지속된 전쟁으로 4만명이 사망하고 수많은 피란민들이 지옥 같은 삶을 견디고 있습니다. 하마스가 야히야 신와르를 새 정치국장으로 선출하자 주민들은 불만과 우려를 표현하고 있지만 여전히 하마스에 대한 강력한 지지가 이어지고 있습니다. 이스라엘을 비난하는 응답자가 많고 하마스의 재집권을 지지하는 응답도 높은 것으로 나타났습니다.
"제주 4·3에 대한 김형석 독립기념관장의 해괴한 논리 [김종성의 '히, 스토리']",2024.08.08. 오전 11:27,104,"독립기념관 제13대 관장으로 임명된 김형석은 제주 4·3과 일제강점기에 대한 극우적 성향을 보여 공공의 책무를 맡을 자격이 의심됩니다. 그의 역사 인식은 민주당과 비판을 받고 있으며, 4·3을 왜곡하고 기독교를 피해자로 보이는 발언을 했습니다. 그러나 실제로는 4·3 희생자는 제주도민이고 가해자는 미군정·이승만정권·서북청년단이었습니다. 이에 김형석의 인식과 주장은 사실과 다르며, 공정한 역사 규명이 필요합니다."
“해외주식 하락해도 중국 보다 낫다”…진퇴양난 中 개미들 ‘안간힘’,2024.08.08. 오후 1:18,104,"러시아와 우크라이나 국경에서 이틀째 지상전이 이어지고 있습니다. 러시아 본토에서 벌어진 최대 규모의 전투로, 우크라이나가 러시아 남서부 쿠르스크 지역에 침투했습니다. 러시아는 우크라이나군을 파괴하기 위한 작전을 진행 중이며, 우크라이나는 드론이나 미사일로 공격해왔지만 이번에는 보병을 동원한 것으로 전해졌습니다. 현재 우크라이나군은 100명 사망, 200여명 부상, 50여대의 장갑차를 잃었으며, 민간인 5명이 사망하고 20여명이 다쳤습니다.미국은 우크라이나를 지원하겠다고 밝혔으며, 러시아에 대한 방어를 위한 제한적인 범위에서 무기를 제공하고 있습니다."
"전쟁에 지친 가자 주민, 강경파 하마스 지도자 선출에 '낙담'",2024.08.08. 오전 11:34,104,"지난 6월 '스타라이너' 첫 유인 시험비행 중 헬륨 누출 등 문제 발생으로 우주인들이 2달간 귀환을 못하고 있습니다. NASA는 이를 인정하고 대안을 모색 중이며, 스페이스X의 '크루 드래건'으로 귀환할 가능성을 검토 중입니다. 이로 인해 보잉은 우주 사업에 타격을 입을 것으로 전망되고, 스타라이너의 개발 과정에서 어려움을 겪고 있습니다. 이에 대한 결정은 이달 중순에 이뤄질 예정입니다."
"우크라이나, 러시아 본토서 지상전…""개전 이후 최대 규모""",2024.08.08. 오후 12:32,104,"LG유플러스가 갤럭시Z 플립·폴드6 출시 기념으로 'U일무이한 갤럭시 AI 페스타'를 개최합니다. 최대 50만원의 공시지원금과 다양한 경품을 제공하며, 폰을 반납하고 최대 112만원의 보상을 받을 수 있는 '갤럭시 바꿔보상' 프로그램도 운영합니다. 또한 공시지원금을 최대 50만원까지 인상하여 혜택을 강화했습니다. 이번 프로모션은 삼성전자의 'AI 세일페스타'에 맞춰 진행되며, 앞으로도 구매자들에게 다양한 혜택을 제공할 예정입니다."
"보잉의 굴욕...NASA우주인들, 스페이스X로 귀환할 듯",2024.08.08. 오후 12:05,104,"SM엔터테인먼트 시세조종 의혹을 받는 김범수 카카오 창업주가 구속 기소되었습니다. 지난해 하이브와 SM엔터 경영권 인수전에서 공개매수 방해 혐의로 2400억원을 투입한 것으로 알려졌습니다. 서울남부지방법원은 증거인멸·도주 우려로 구속 영장을 발부했으며, 김 창업주는 해당 의혹을 부인하고 있습니다."
부통령도 강경 진보 vs 강경 보수…중간이 없다,2024.08.08. 오전 12:01,104,"폭염 특보가 계속되는 가운데, 기상청은 더위가 계속될 것으로 예상하고 있습니다. 북태평양고기압이 강화되면서 남서풍이 계속되고 있지만, 동풍이 불면서 동해안은 다소 시원해질 전망입니다. 그러나 열대야가 계속되며, 백두대간 서쪽은 동풍으로 인해 더위가 심화될 수도 있습니다. 기온이 높은 상황에서는 온열질환에 대한 주의가 필요합니다."
