title,date,summary,elapsed_time
삼성·SK·TSMC의 AI 반도체 미래… ‘전력수급’에 갈린다,2024.08.05. 오후 6:14,"● 8월 임시국회 첫날, 노란봉투법 통과. 국민의힘 불참으로 야당 단독 처리. 여야 대치 속 법안 토론. 국민의힘은 불법 파업 조장법이라 거부. 더불어민주당은 정당한 파업권 보장 주장. 노란봉투법은 친노동, 친시장, 친기업법이라 주장. 국회 문턱 넘은 노란봉투법, 대통령 거부권 행사 가능성 높아. 국민의힘 한동훈 대표, '친정 체제' 강화 위해 새로운 인선 발표. 더불어민주당, 검찰 통신 조회 공세 펼침. (연합뉴스TV)",7.096756935119629
주식서 뺀 돈 '파킹 투자' 몰려…금리·채권 ETF 뭉칫돈,2024.08.05. 오후 6:09,"
● 이용우 더불어민주당 의원이 노란봉투법 통과를 위해 대통령 거부권 막기 위한 호소 발언을 했습니다. 그는 노조법 개정안이 비정규직 노동자의 권리를 보장하는 법이라고 주장했고, 파업은 임금 손실과 해고 위협에 직면해 어렵게 결단하는 것이라고 강조했습니다. 이용우 의원은 정부와 재계가 노란봉투법을 통과하면 국가 경제가 파탄난다는 주장을 반박하며, 비정규직 노동자의 현실을 야만적이라고 지적했습니다. 그의 발언에 야당 의원들은 박수와 격려를 보내는 반면 여당 의원들은 대부분 본회의장을 떠났습니다.",7.108727693557739
"""곱버스도 국장이다""…코스피 폭락에 배팅한 투자자들",2024.08.05. 오후 6:43,"● TSMC는 대만 탈원전 정책에 따라 해외 생산거점을 모색하고 절전 방안을 모색 중이다. 삼성전자와 SK하이닉스도 송전망 사업 면제를 받았지만 전기료 인상이 걸림돌이다. TSMC는 초미세공정과 AI로 인한 전력 수요 급증에 대비 중이며, 국내 반도체 클러스터도 안정적 전력 공급이 성공적 운영의 관건이다. 정부의 전기료 인상 검토로 업계는 불안을 호소하고 있다.",7.163293838500977
폭락장에 고개드는 테마주…방산株 아닌 '전쟁테마株' 들썩[핫종목],2024.08.05. 오후 6:21,"● 코스피지수가 '역대 최대 낙폭'을 기록한 '검은 월요일'로, 외국인과 기관 투자자들의 코스피 하락을 노리는 배팅이 늘어났습니다. 'KODEX 200선물인버스2X'와 'KODEX 코스닥150선물인버스'는 큰 거래량을 보였고, 코스피와 코스닥지수는 각각 8.77%와 11.30% 하락했습니다. 이에 'KODEX 200선물인버스2X'의 하루 수익률은 18.55%로 치솟았고, 주식투자자들은 후회의 목소리를 내며 '곱버스'에 대한 관심이 높아졌습니다.하지만 이 ETF에는 개인보다 외국인과 기관의 매수세가 높았습니다.",7.470607757568359
'검은 월요일' 장중 2400선 붕괴…'주도주 재점검' 필요,2024.08.05. 오후 6:22,"
● 국내 증시가 역대 최대 낙폭을 기록했다. 외국인과 기관의 팔자로 코스피는 234포인트 하락했고 시가총액도 2000조원 이하로 줄었다. 미국 경기침체 우려와 AI 투자 회의론이 증시를 위축시켰다. 외국인이 1조5300억원, 기관이 2700억원어치를 매도하며 지수를 주도했고 삼성전자는 10% 넘게 하락했다. 전문가들은 진정이 필요하며 미국의 경기침체 가능성이 악재로 작용했다고 분석했다. 코스닥지수도 11.30% 하락했고 개인, 외국인, 기관의 거래량도 늘었다.",8.869353771209717
"[이슈플러스] '검은 월요일' 현실화...코스피, 역대 최대 낙폭",2024.08.05. 오후 6:39,"● 광주시교육청은 수능 D-100일을 맞아 안정적인 수능 시행 방안을 마련하고, 수능 응시원서 접수를 위해 연수를 실시하며, '광주 최종 완성' 모의평가를 보급할 예정입니다. 이정선 교육감은 고3 수험생을 격려하기 위해 서한문을 보내고, 건강을 유지하고 학습 효율을 높이기 위한 권고사항을 안내하며, 수험생들을 응원하고 격려하고 있습니다.",10.32468295097351
"""경기 피기도 전에 꺾일라""… 미국發 R공포에 '정책 딜레마' [블랙먼데이 쇼크]",2024.08.05. 오후 6:18,"● 글로벌 경기침체 우려에 따라 한국 증시가 급락하며 투자자들의 불안이 커지고 있습니다. 코스피와 코스닥 지수가 10% 이상 폭락하면서 서킷브레이커가 발동되었고, 신용거래융자 잔액이 19조원에 달해 추가 하락 가능성도 우려되고 있습니다. 투자자들은 자산을 처분할지, 유지할지에 대해 당혹스러워하며 증권사에서는 긴급회의가 열리고 있습니다. 증시 폭락으로 인해 긴급 대응이 필요한 상황에서 투자자들의 불안이 고조되고 있습니다.",10.974576711654663
'외국인이 끌어올린 코스피' 외인 팔자 속수무책…오늘 밤 美 지표 '촉각',2024.08.05. 오후 6:35,"● 수출 감소와 금융불안 등으로 미국 경기침체 우려로 한국 정부가 정책 부담을 느끼고 있습니다. 미국의 경기침체로 인한 수출 타격이 예상보다 빠르게 나타나고 있으며, 정부는 현재 경제정책 운용에 상당한 어려움을 겪고 있습니다. 미국의 경기침체로 인한 영향으로 한국은 수출 타격을 직면하게 되었고, 정부는 시장불안을 경계하면서 대응하고 있습니다. 미국의 경기침체 우려가 커지면서 정책 부담이 더해지고 있는 가운데, 정부는 정책대응에 제한을 받는 딜레마에 직면하고 있습니다.",10.980504751205444
바이재팬 대박 꿈꿨는데... “계좌가 녹고 있다”,2024.08.05. 오후 6:37,● 국내 증시가 급락하며 검은 월요일을 맞았습니다. 코스피가 200포인트 넘게 하락했으며 역사상 최대치로 떨어졌습니다. 미국 경기침체와 중동 불안으로 세계 주요 증시도 하락했습니다. 미국 고용지표의 부진과 실업률 상승으로 경기 침체 우려가 확산되고 있습니다. 한국은행은 FOMC 결과를 주시하며 선제적인 조치는 조심스러울 것으로 전망됩니다. 가상자산 시장도 큰 폭락을 경험하며 안전자산으로의 이동이 나타나고 있습니다.,11.227048873901367
"""비이성적인 폭락장""… 증권사도 투자자도 집단 패닉 [블랙먼데이 쇼크]",2024.08.05. 오후 6:19,"● 일본 증시가 역사상 최대 하락폭을 기록했습니다. 이로 인해 시장 참여자들이 돈을 대거 빼고 패닉셀에 동참했습니다. 한국에서는 ‘바이재팬 붐’이 있었지만, 닛케이평균은 한 달 만에 26% 하락했습니다. 이로 인해 투자자들이 질렸고, 레버리지 ETF는 하루에 25% 빠졌습니다. 또한, 도요타 등 주식도 대폭 하락했습니다. 경기 둔화 우려로 국고채 금리는 하락했고, 비트코인은 폭락했습니다.미국 경기 침체 우려와 연준의 기준금리 인하 기대로 채권에 돈이 몰리는 상황이었으며, 가상 화폐는 패닉셀로 가격이 추락했습니다.",11.231698751449585
광주시교육청 ‘수능 D-100일’ 수능 시행방안 마련,2024.08.05. 오후 2:15,"● 외국인이 1조 5246억 원을 순매도하며 국내 증시 하락을 주도했습니다. 경기침체 우려로 코스피와 코스닥이 역대 최대 낙폭을 기록했고, 서킷브레이커 1단계가 발동되었습니다. 미국 나스닥과 일본 닛케이도 큰 폭으로 하락했으며, 코스피는 16년 만에 최대 하락률을 기록했습니다. 이날 발표되는 미국 ISM 서비스업 PMI 결과가 반등의 실마리를 찾을 수 있을 것으로 예상되고 있습니다.경기침체 우려와 외국인의 매도세가 증시를 휘젓고 있는 가운데, 시장은 추가 악재 없이 하락을 이어가는 공백의 두려움을 느끼고 있습니다.",11.45133900642395
'외지 공무원' 들어오는 대구시청…약일까 독일까,2024.08.05. 오후 6:10,"● 대구시가 비수도권 최초로 공무원 거주지 제한 요건을 폐지한 결과, 13명 선발에 1천331명이 지원해 경쟁률이 1.7배 상승했다. 이에 대한 기대와 우려가 교차하는 가운데 대구 수험생들은 박탈감을 호소하고 있다. 거주지 제한 폐지로 인해 전국 응시자가 몰리면서 경쟁률이 급증했지만, 지역 이해도와 수용성에 대한 우려도 있다. 정책 추진에 있어서는 지역 이해도와 수용성의 중요성이 부각되고 있는 상황이다.",11.458006858825684
필리핀 가사관리사 100명 내일 입국...'고비용' 논란,2024.08.05. 오후 6:45,"● 필리핀 노동자가 외국인 가사관리사로 한국에 입국해 교육을 받고 9월부터 일손을 보조할 예정입니다. 월 200만 원을 넘는 비용 부담 우려가 있으며, 가정에 투입되는 업무는 아이 돌봄에만 한정되어 있습니다. 현재 422개 가정이 서비스를 신청했고, 비용 문제와 인권보호, 최저임금 등 논란이 남아있어 사업 성패를 지켜봐야 합니다.",12.01744270324707
"돈다발이 우수수...보안업체 직원, ATM 털어 숨긴 곳은?",2024.08.05. 오후 6:35,"● 은행 현금자동인출기를 훔친 보안업체 직원이 경찰에 검거돼 구속 상태에서 조사를 받고 있습니다. 지난달 23일 자신이 관리하는 은행 ATM에서 4억 2천만 원을 훔친 A씨는 도주 후 9일 만에 돈을 숨겨둔 곳으로 돌아가 검거됐습니다. A씨는 빚 상환과 유흥비에 돈을 썼다고 진술했으며, 경찰은 나머지 돈을 회수하고 추가 조사 후 검찰 송치할 예정입니다.",13.479963779449463
담뱃불 부주의 화재 잇따라... 1500여만원 재산피해,2024.08.05. 오후 6:18,"
● 유명 보안업체 직원이 은행 ATM에서 4억2000만원을 훔쳐 도주한 혐의로 구속됐습니다. 돈 중 3억4000만원을 묻어놓고 도주한 A씨는 개인채무 변제 등을 이유로 범행을 자백하며 경찰 수사를 받고 있습니다.",13.489600896835327
ATM서 '4억2000만원' 훔친 보안업체 직원…야산에 묻은 돈 찾다 덜미,2024.08.05. 오후 3:36,● 부산 부전동 공공임대주택 추가 입주자 모집 현장에서 수천 명이 몰리자 일부 시민이 더위로 쓰러졌습니다. 20대 여성이 어지럼을 호소하며 쓰러지고 구급대가 병원으로 이송했습니다. 대비 부족으로 폭염에 대비하지 못한 상황에서 대피소나 생수 등이 부족한 것으로 파악돼 부산도시공사가 사과하고 접수 일정을 연장하기로 결정했습니다.,13.890671730041504
폭염 속 행복주택 추첨 수천 명 대기 행렬...20대 쓰러져,2024.08.05. 오후 4:39,"
● 강원도에서 담뱃불 부주의로 인한 화재와 교통사고가 발생했습니다. 화천군 편의점에서 샌드위치판넬조가 소실되고, 속초시에서 1t트럭 적재함이 소실됐습니다. 또한 인제군에서는 서울양양 고속도로에서 4중 추돌사고가 발생해 20대 여성 2명이 경상을 입었습니다. 산악사고로는 설악산 봉정암에서 발목을 다쳔 30대 남성이 병원으로 이송되었습니다.",13.969087839126587
‘마약 동아리’ 만든 명문대생들… 술·외제차에 취해 국내외 유통,2024.08.05. 오후 6:18,"● 대학생 14명이 마약 유통과 투약으로 적발됐습니다. KAIST 대학원생이 주도한 동아리에서 회원들을 고급 호텔 등으로 초대해 마약을 제공했고, 약 1200만원의 수익을 올렸습니다. 동아리 회장은 LSD를 투약한 후 회원들에게 마약을 팔아 차익을 챙겼는데, 서울대와 고려대 등 명문대의 학생들이 포함돼 있었습니다. 검찰은 회원 14명을 적발하고 운영진 4명을 구속 기소했으며, 추가 수사를 진행 중입니다.",14.453277826309204
'폭염속 수천명 대기 실신사고' 부산행복주택 접수일 재공고 한다더니(종합),2024.08.05. 오후 6:19,"● 김원회 부산대 명예교수는 노년기의 남녀들이 성에 대한 의지가 여전히 강하다고 말했습니다. 나이가 들어도 성적 욕구를 버리지 말고, 성적 웰빙을 추구해야 한다는 주장을 펼쳤습니다. 섹스는 커뮤니케이션의 한 형태이며, 성은 모든 사람에게 공평한 선물이라고 강조했습니다. 성은 사랑과 친밀감을 높이는데 중요하며, 나이가 들더라도 성적 욕구와 받아들임의 자세가 중요하다는 점을 강조했습니다.",15.149845838546753
‘마약 동아리’ 변질된 전국 연합 대학생 모임…유통·투약 14명 적발,2024.08.05. 오후 6:18,"● KAIST 대학원생을 중심으로 한 대학생 14명이 마약 유통과 투약으로 적발됐습니다. 동아리 회장은 공짜 호화 파티 등으로 회원을 유인해 여성을 초대하고 마약을 투약시켰습니다. 이로써 최소 1200만원의 이익을 얻었으며, 명문대생들뿐 아니라 의대·약대 학생들도 포함돼 있습니다. 서울남부지검은 회원 14명과 운영진 4명을 구속 기소했으며, 추가 수사를 통해 범죄단체조직죄 적용 여부를 검토 중입니다.",15.402204751968384
[3인3색 성이야기] 나이와 섹스,2024.08.05. 오후 5:41,"● 부산도시공사가 행복주택 추가 접수를 위해 신청서를 받았지만 현장에서 혼란이 발생했습니다. 대기자들이 너무 많아 대기표가 미리 소진되는 등 문제가 발생했고, 취소 결정 후 다시 접수를 시작했습니다. 이에 공사는 추후 일정을 재공지할 예정이며, 행복주택 모집 대상은 신혼부부, 고령자, 주거급여수급자 등입니다. 추가 접수일은 연기될 수도 있습니다.",15.416831970214844
페이는 되고 카드는 안 된다?…티메프 환불 '공방',2024.08.05. 오후 6:08,"● 티메프 사태로 휴가를 망친 소비자들이 환불 문제로 고통받고 있습니다. PG사는 책임을 지지 않겠다고 하며 환불이 어려운 상황입니다. 간편 결제로 산 상품은 환불이 이뤄지고 있지만, 일반카드로 결제한 경우는 아직 환불되지 않고 있습니다. 금융당국이 법리 검토 중이지만 시간이 걸릴 것으로 예상됩니다. 경찰은 관련 고소·진정 12건에 대해 수사 중입니다.",15.962379932403564
"""길 가던 30대 벼락 맞고 심정지""…8월 낙뢰 사고 빈번, '이것' 기억해야",2024.08.05. 오후 4:39,"
● 오뚜기와 당근이 함께하는 '3분 알바' 이벤트가 진행 중입니다. 참가자들은 3분 요리를 만들고 300만원을 받게 됩니다.신청은 18일까지 당근 애플리케이션을 통해 가능하며, 선정된 알바생들은 다음달 8일 서울 강남구에서 체험할 수 있습니다.과거에는 시몬스 침대와의 '겨울잠 알바'도 화제가 되었었는데, 1시간 잠 자고 300만원을 받는 기회를 제공했던 이벤트는 6만대1의 경쟁률을 기록했습니다.",17.017685890197754
누우면 바로 잠드는 ‘석기시대 수면법’ [글쓰는 닥터],2024.08.05. 오후 5:03,"● 가수 지드래곤이 설립한 '저스피스재단'이 공식 출범했습니다. 책임은 지드래곤이 맡고, 신규 음원 수익의 1%를 기부할 계획입니다. 이 재단은 마약 퇴치와 창의적 인재 양성을 목표로 하며, 정의와 평화를 향한 활동을 펼칠 예정입니다. 이날 창립 행사에는 최용호 갤럭시코퍼레이션 대표 등이 참석했습니다.",17.897804975509644
“3분 일하고 300만원 버세요”…1분에 100만원 주는 ‘꿀알바’ 뭐길래?,2024.08.05. 오후 6:39,"● 크리스천 플랫폼 '초원'은 이달 첫주 사용자 인기 질문 5가지를 발표했습니다. 남녀 관계와 신앙 고민 등 다양한 주제의 질문이 있었고, 챗봇을 통해 성경 해설과 조언이 제공되었습니다. 초원은 성경을 기반으로한 AI 기술을 활용하며, 매달 15만여명이 사용하고 있습니다. 사용자의 비밀이 보장되고 상담자의 주관이 개입되지 않는 서비스로, 대한성서공회의 공식 성경 역본과 협력하여 운영되고 있습니다.",17.92008876800537
"'인천 화재' 벤츠 전기차, 中 파라시스 배터리셀 탑재됐다",2024.08.05. 오후 6:33,"● 광주 한 대학교에서 30대 남성이 낙뢰를 맞고 병원으로 이송됐다. 국내 낙뢰 사고는 7,8월에 집중되며, 낙뢰는 더 위험한 형태의 번개로 간주된다. 낙뢰에 맞을 확률은 매우 낮지만, 국내에서 연간 약 20만 회의 낙뢰가 발생한다. 낙뢰에 감전됐다면 즉시 119에 연락하고 응급처치를 받아야 한다.산에서는 등산을 삼가고, 평지에서는 몸을 낮추고 움푹 파인 곳으로 대피해야 한다.특히 자동차에 타고 있을 때는 차 안에 그대로 머무는 것이 안전하다.",18.322556734085083
“바람피운 남친…어쩌죠?” ‘믿음의 조언’ 건넨 챗봇,2024.08.05. 오후 4:35,"● 벤츠 EQE 전기차 화재 사고에서 파라시스 배터리 셀 사용 확인됐다. 이 배터리는 중국 CATL과 함께 공급됐는데, 과거 중국에서 화재로 리콜된 적이 있다. 벤츠는 파라시스와 170GWh 배터리 계약을 체결하고 있다. 파라시스는 결함을 인정하고 리콜 비용을 부담한 바 있다. 현재 사고의 원인 조사 중이며 벤츠코리아는 근본 원인을 밝히기 위해 최선을 다할 것이라고 밝혔다.",18.764524936676025
"대한LPG협회, 'LPG 1t 트럭 서포터즈 2기' 모집",2024.08.05. 오전 10:10,"
● 대한LPG협회가 LPG 1t 트럭 서포터즈 2기를 모집합니다. LPG 트럭의 장점을 전달하고 노하우를 공유하는 역할을 합니다. 지원은 신형 포터2나 봉고3 LPG 운전자로 가능하며 30명을 모집합니다. 활동 기간은 4개월이며 혜택으로 활동비, LPG 충전권, 기념품 등이 주어집니다. 이호중 대한LPG협회장은 LPG 트럭의 소상공인 동반자로 자리매김을 지원하겠다고 밝혔습니다. LPG 트럭은 유류비 절감과 출력 증가 등의 장점이 있습니다.",18.83900475502014
"공익재단 약속지킨 지드래곤 ""마약퇴치 지원""",2024.08.05. 오후 5:43,"● 미국 암학회 연구에 따르면 X세대와 밀레니얼세대는 암 발병 위험이 더 높아졌다. 특히 젊은 세대에서 신장암, 췌장암, 간암 등의 발병률이 상승했다. 이는 비만, 건강에 해로운 식단, 수면 부족, 앉아서 생활하는 습관, 화학물질 노출 등이 원인으로 추정된다. 암 예방 계획과 선별 검사 개발이 필요하며, 시기적절한 검진이 젊은 세대에게 중요하다는 지적이 나왔다.",20.00922179222107
"“X세대·밀레니얼, 부모 세대보다 암 걸릴 확률 높다”",2024.08.05. 오후 5:43,"● 최근 한 설문조사에 따르면 현대인의 평균 수면 시간은 4시간에서 6시간으로 권장 수면 시간보다 부족한 것으로 나타났습니다. 인류는 원래 해가 뜨면 일어나고 해가지면 잠드는 생체 시계를 가지고 있으며, 숙면을 위해선 석기 시대의 생활 패턴으로 돌아가야 한다는 주장이 제기되고 있습니다. 빛을 활용하여 생체 시계를 조절하고 일정한 시간에 일어나며, 낮 시간에 행복하게 보내는 것이 좋다고 합니다.특히 아침 식사에 트립토판 리치 푸드를 섭취하여 세로토닌을 증가시키는 것이 중요하며, 침대는 단순히 잠자리로만 사용하여 잠을 편안히 자는 습관을 길러야 한다고 합니다.",20.303921699523926
"상승세 탄 해리스, 공화당 '反트럼프' 끌어들인다",2024.08.05. 오후 6:00,"● 미국 민주당 대선 후보 카멀라 해리스 부통령은 공화당 유권자를 공략하기 위해 캠페인을 전개하고 있다. 전직 장관 등 25명 이상의 공화당 인사가 참여하며, 중도 성향의 공화당 유권자들을 끌어들이는 전략을 채택하고 있다. 해리스 부통령은 공화당 내 반트럼프 인사들과 함께 유세를 벌여 지지율을 높이는 노력을 기울이고 있다. 이에 대한 여론조사 결과, 해리스 부통령의 전국 단위 지지율은 50%로 트럼프 전 대통령을 앞섰다.",20.33085060119629
"트럼프 ""당선 2주 안에 중국자동차에 고율 관세…석유는 더 캘 것""",2024.08.05. 오전 11:01,"● 미국 경기침체 우려로 아시아 증시가 일제히 급락했습니다. 닛케이225는 12.40% 하락하여 역대 최대폭을 기록했고, 코스피는 8.77% 하락하여 역대 최대 규모의 하락을 보였습니다. 삼성전자와 SK하이닉스 등 반도체주가 약세를 보였고, 중국 증시는 비교적 양호한 모습이었습니다. 외환시장에서는 달러 가치가 하락하며 엔화와 위안화가 강세를 보였습니다.",21.16390872001648
"이란 ""4월과 달리 입체적 공격""…'저항의 축' 총동원 가능성",2024.08.05. 오후 6:12,"● 마잉주 전 대만 총통은 라이칭더 대만 총통과 민진당에게 '대만 독립노선'을 철회하라고 촉구했습니다. 그는 신양국론이 대만 안보와 양안 평화에 도움이 되지 않고 적대적 감정과 혼란을 초래할 것이라고 지적했습니다. 또한, 양안 간 전쟁 가능성을 배제하지 않지만 양측이 신중하게 대처해야 한다고 강조했습니다. 마 전 총통은 양안 문제를 스스로 해결해야 하며, '92공식'을 거부하는 민진당 정부를 비난했습니다.",21.52462100982666
"마잉주 전 대만 총통, 대만 독립 노선 철회 촉구",2024.08.05. 오후 5:12,"● 영국의 팝 가수 아델이 독일 콘서트 중 욱일기가 등장해 논란이 일었습니다. 대형 LED 스크린에 욱일기가 표시되자 한국 팬들과 네티즌들의 비난을 받았고, 독일에서는 나치 상징 사용이 금지되어 있습니다. 아델은 이 상황에 대한 설명을 아직 하지 않았습니다. 또한 콘서트 중에는 파리올림픽 결승전 장면이 표시되는 등 돌발 상황도 발생했습니다. 아델은 공연을 마친 후 휴식을 취할 예정이라고 밝혔습니다.",21.91807985305786
미국발 경기침체 우려에 아시아 금융시장 초토화…한·일·대만 검은 월요일,2024.08.05. 오후 5:47,● 도널드 트럼프 전 미국 대통령은 다가오는 대통령 선거에서 당선되면 중국 자동차에 고율 관세를 부과해 미국 자동차 산업을 활성화할 계획이라고 강조했습니다. 또한 석유 시추를 확대해 미국을 에너지 강국으로 만들겠다는 의지도 재확인했습니다. 트럼프 전 대통령은 자동차 관세 부과와 자동차 공장 유치 등을 통해 미국의 자동차 산업을 활성화하겠다고 밝혔습니다.,22.27545475959778
“심지어 독일에서” 아델 콘서트장에 뜬금 등장한 욱일기,2024.08.05. 오후 5:25,● 중동 지역은 이스라엘과 이란 간의 긴장으로 위기 상황에 처해 있습니다. 이란은 이스라엘과 미국의 군시설과 가스유전을 포함한 입체적인 공격을 예고하고 있습니다. 미국은 중동 지역 긴장 완화를 위해 노력하고 있으나 이란의 공격이 지난 4월과는 다른 규모로 전개될 것으로 예상되고 있습니다. 중동 지역에서는 여행 경보가 발령되면서 항공편 운항이 중단되고 있는 상황입니다. 이스라엘의 방어력이 시험을 받을 수 있는 상황이 우려되고 있습니다.,22.612436771392822
"헤즈볼라, 이스라엘 북부에 드론 공격 감행…“군인 2명 부상”",2024.08.05. 오후 6:00,● 이스라엘 북부의 군사 시설에서 헤즈볼라 드론 공격으로 화재 발생. 헤즈볼라는 이스라엘에 대한 공격 대응으로 이스라엘 북부 군사 기지를 공격. 이스라엘군은 자폭 드론으로 다수 다쳐 화재 발생. 이스라엘은 레바논 무기 저장고 등 테러 기반 시설 공격. 이란의 공격이 임박한 가운데 이스라엘과 미국은 대비 중.,23.387417793273926
