title,date,section_code,section_name,summary
[경제PICK] 남양주∼잠실까지 27분!...내일 8호선 연장 개통,2024.08.09. 오후 5:17,101,경제,"서울 지하철 8호선이 경기도 구리시를 거쳐 남양주까지 연장되어 출퇴근 시간이 20분 이상 단축되어 주민들의 삶의 질이 높아졌습니다. 수도권 동부를 확장하는 개념으로, 지하철 연장 및 경전철이 속속 발표되고 있습니다."
"與 ""野 '방송장악용 청문회' 강행…방통위 무력화 넘어 무너뜨리려""",2024.08.09. 오후 2:10,100,정치,"국민의힘은 방송통신위원회 청문회를 통해 더불어민주당의 무도한 정치 공세를 비판하며, 민생을 위한 대화 합의가 면피용이었던 것으로 지적했습니다. 민주당의 정쟁용 특검과 청문회로 인한 국민의 피로감을 호소하며, 민생 법안 처리를 촉구했습니다."
가스공사 민수용 도시가스 미수금 13.7조…1분기보다 2천억↑(종합2보),2024.08.09. 오후 5:05,101,경제,"가스공사는 올해 2분기 영업이익이 4천657억원으로 작년 대비 127.1% 증가했습니다. 민수용 도시가스 요금은 6.8% 인상되었고, 미수금은 2천억원가량 더 쌓였습니다."
이동채 사면설에…에코프로 급등,2024.08.09. 오후 5:21,101,경제,에코프로 회장 이동채가 8·15 광복절 사면 대상에 포함돼 주가가 급등했습니다. 경영 일선 복귀 기대로 에코프로그룹 주가는 7.69% 상승한 17만9200원에 마감했습니다.
"“친구야, 고생 많았어”…정용진 회장, 윤희근 경찰청장 퇴임식 깜짝 등장한 사연",2024.08.09. 오후 5:11,101,경제,"신세계그룹 회장 정용진은 경찰청장 윤희근의 퇴임식에 깜짝 등장해 축하 인사를 전했습니다. 정 회장은 윤희근을 아주 자랑스러운 인물 중 한 명으로 칭찬하며, 두 사람의 우정을 변치 않고 응원하겠다고 말했습니다."
'AI 고점론' 반도체에서 MLCC로...삼성전기·LG이노텍 주목,2024.08.09. 오후 5:33,101,경제,"글로벌 주식시장이 널뛰기를 반복하며 AI 산업의 수익성에 대한 의구심이 확산되고 있습니다. 반도체주를 중심으로 변동폭이 커지고 있으며, MLCC 업종이 주목받고 있습니다.산업부 전효성 기자가 전하는 바입니다."
국내 로봇청소기 시장에도 지각변동 올까,2024.08.09. 오후 5:03,101,경제,LG전자와 삼성전자가 일체형 로봇청소기 시장 공략에 속도를 내고 있습니다. 로보락을 제쳐내기 위해 LG전자는 먼지 흡입과 물걸레 기능을 갖춘 신제품을 내주 출시할 예정입니다.삼성전자도 올해 초에 비스포크 AI 스팀 로봇청소기를 출시하며 시장 공략에 속도를 내고 있습니다.
한국인 37억 투자한 홍콩주식 추락 “100원→ 795원→45원”,2024.08.09. 오후 5:21,101,경제,"한국인이 투자한 100원대 홍콩주식이 최근 등락을 거듭하며 주의가 요구됩니다. 롱후이인터내셔널은 최근 폭락해 45원까지 떨어졌으며, 국내 투자자들은 큰 손실이 우려됩니다."
아이 낳으면 20년 더 사는 아파트…서울 그린벨트 해제 구역서 나온다 [부동산360],2024.08.09. 오전 10:37,101,경제,"서울시 오세훈 시장이 그린벨트 일부 해제를 통해 신혼부부를 위한 주택을 공급하고, 미래세대를 위한 주택 공급을 위해 노력하고 있습니다. 그린벨트 해제를 통해 서울시 부동산 가격을 안정화하고, 주택공급을 확대하는 계획입니다."
침대 1위 놓고…에이스 vs 시몬스 '형제 갈등' 시끌,2024.08.09. 오후 5:25,101,경제,"에이스와 시몬스가 침대 시장 1위를 놓고 가격 경쟁을 벌이고 있습니다. 에이스는 자코모 소파 직매입, 시몬스는 가격 2번 올리며 ‘매출 부풀리기’ 논란이 일고 있습니다. 경쟁이 치열해지면서 매출 밀어주기 관행도 경쟁적으로 이뤄지고 있습니다."
이어지는 '폭염 경보'…전국 대부분 지역 열대야[내일날씨],2024.08.09. 오후 5:19,102,사회,"10일은 전국 대부분 지역에 폭염특보가 발효된 가운데, 서쪽 지역을 중심으로 소나기가 내릴 예정입니다. 아침 최저기온은 22~27도, 낮 최고기온은 31~35도로 오르겠습니다."
"'오피스텔 모녀살인' 박학선…첫 재판서 ""우발적 범행"" 주장",2024.08.09. 오후 5:17,102,사회,"5월 말 연인과 이별통보를 받은 박학선이 모녀를 함께 살해한 혐의를 부인하며, 범행을 미리 계획하지 않았다고 주장했습니다. 이에 대한 첫 공판은 오는 9월13일에 서증 조사를 위해 진행될 예정입니다."
"[단독] 변협, 권순일 前 대법관 징계 절차 착수",2024.08.09. 오후 2:52,102,사회,대한변호사협회가 권순일 전 대법관에 대한 징계 절차를 개시했습니다. 변협은 신속한 판단을 위해 이례적으로 즉시 징계 절차를 개시했습니다.
가천대  ‘대학혁신지원 2차연도 평가’ 최고 S등급 받아,2024.08.09. 오후 3:42,102,사회,"성남대로 위치한 가천대학교가 교육부의 대학혁신지원사업 2차 연도 성과평가에서 최고 S등급을 받았습니다. 가천대는 학생들에게 넓은 전공 선택권을 제공하고, P-학기제를 통해 현장실무수행 능력을 향상시키는 등 교육혁신에 힘을 실었습니다."
"""레슨 잘 하면 뽀뽀해줄게"" 11살 제자에 입맞춤한 유명 국악인 최후",2024.08.09. 오전 8:39,102,사회,국악인 A씨가 미성년자 B양을 추행한 혐의로 1심에서 징역 4년 6개월을 선고받고 법정 구속됐습니다. A씨는 B양의 어머니까지 성범죄를 저지른 것으로 드러났습니다.
"해수욕장 흘러드는 하천에 오수, 악취 심각 ""못 살겠다""",2024.08.09. 오후 5:13,102,사회,제주시 이호천에서 오수가 흘러들어 악취가 풍기고 있습니다. 주민들은 몇 년째 해결되지 않는 문제에 분통을 터뜨리고 있습니다.
‘강남 오피스텔 모녀 살해’ 박학선 “우발적 범행” 주장,2024.08.09. 오후 5:20,102,사회,서울 강남 오피스텔에서 모녀를 흉기로 살해한 박학선이 첫 공판에서 우발적 범행을 주장했습니다. 박 씨는 계획적 범행이 아니라고 주장하며 미리 계획했다는 공소사실을 부인했습니다.재판부는 서류 증거를 조사하기 위해 다음 달 13일 공판을 한 차례 더 열기로 했습니다.
"'SM 시세조종' 카카오 김범수, 9월 11일 첫 재판",2024.08.09. 오후 5:16,102,사회,카카오 창업자 김범수 경영쇄신위원장이 SM엔터 시세 조종 의혹으로 구속 전 피의자 심문에 출석했습니다. 9월 11일에 첫 재판이 열릴 예정입니다.
교수와 해외출장 후 귀국 사흘 만에 숨진 대학원생...숭실대 “비위 확인”,2024.08.09. 오후 5:01,102,사회,"숭실대학교가 대학원생 사망 사건 관련 A 교수의 비위 행위를 확인했습니다. A 교수는 고인과 유가족의 명예를 훼손하고 부당한 메일을 보냈으며, 대학은 엄정한 대처를 약속했습니다."
"“나 잡아봐라”…인도서 질주, 경찰 조롱한 ‘10대 따릉이 폭주족’의 최후 [영상]",2024.08.09. 오후 5:24,102,사회,인스타그램 계정 '따릉이 폭주 연맹'이 전동 킥보드로 곡예운전을 하며 시민들을 불안하게 한 사건이 큰 논란이 되었습니다. 경찰에 붙잡힌 10대 고등학생 A군은 사과문을 올리고 위협 운전 영상을 삭제했습니다.
문화소외 청소년의 ‘꿈의 예술단’…“꿈을 현실로!”,2024.08.08. 오후 11:31,103,생활/문화,강릉에서는 KBS가 새로운 프로그램을 선보였습니다. 지역 주민들은 이에 대해 기대감을 품고 있습니다.
화장실에 살다시피 하는 ‘과민성 방광’… ‘붙이는 약’도 나온다 [이게뭐약],2024.08.09. 오후 5:17,103,생활/문화,"과민성 방광 환자는 방광 근육 긴장으로 인해 삶의 질이 떨어지지만, 약물치료로 증상을 개선할 수 있습니다. 항콜린제와 베타-3 아드레날린 수용체 작용제로 나뉘며, 부작용은 개인차가 있습니다. 신신제약의 'UIP620'은 임상 3상을 준비 중인 패치 형태 약으로 효과가 좋을 것으로 예상됩니다."
1945년 원폭이 떨어진 날 日군부는 쿠데타 모의했다,2024.08.09. 오후 4:30,103,생활/문화,"일본의 히로시마와 나가사키에 핵이 떨어진 후, 항복을 결정한 과정을 다룬 책 '항복의 길'은 핵 사용 논란과 평화주의자들의 이야기를 담고 있습니다. 전쟁을 이끈 일본 최고전쟁지도회의는 항복 의사가 없었고, 핵으로 인한 참상을 피하기 위해 다양한 선택과 결정이 이뤄졌습니다."
"정부, 내주 전기차업계 만난다…화재대책 논의",2024.08.09. 오후 4:44,103,생활/문화,정부가 전기차 화재 대책을 마련하기 위해 다음 주 국내 전기차 업계 의견을 수렴할 예정입니다. 배터리 제조사 정보를 공개하도록 유도하는 방안이 거론되고 있습니다.화재 사전 위험성을 미리 알 수 있는 방안과 소방시설 효율성 제고 방안도 논의될 예정입니다.
"[날씨] '습식 사우나' 같아요...주말에도 서울 34℃, ""푹푹 찐다""",2024.08.09. 오후 3:55,103,생활/문화,"이번 주말에도 계속되는 찜통 더위 속에, 내일은 서쪽 지역을 중심으로 소나기가 예상됩니다. 폭염으로 인한 온열 질환자 수가 2천 명을 넘어섰으니, 야외활동 시에는 휴식을 취하고 수분을 충분히 섭취해야 합니다."
코로나19 재확산 조짐?…1달 간 환자 6배 폭증·입원환자 65%는 65세↑,2024.08.09. 오후 3:32,103,생활/문화,10월부터 코로나19 백신 접종이 시작됩니다. 최근 코로나19 입원 환자가 급증하고 있어 정부가 주의를 요구하고 있습니다.
"코로나19 입원환자 한달 새 9.5배... ""이달까진 유행 지속""",2024.08.09. 오후 3:42,103,생활/문화,"한 달 사이 코로나19 입원환자가 9.5배 급증하며 방역당국은 치료제와 자가검사키트 공급을 늘리는 대응방안을 논의하고 있습니다. 코로나19 환자 수가 증가하고 있는 가운데, 방역수칙 준수와 의료기관 방문을 권고하고 있습니다."
[날씨] 전국 대부분 지역 폭염경보…찜통 속 남부 곳곳 소나기,2024.08.09. 오후 4:21,103,생활/문화,"낮과 밤을 막론하고 계속되는 무더운 날씨 속에서, 남부를 중심으로 강한 소나기가 예상됩니다. 폭염 속에서도 소나기가 이어지며, 주말에는 뜨거운 열기와 소나기가 함께 예상됩니다.특히, 온열질환과 안전사고에 유의해야 합니다."
[날씨] 주말에도 계속되는 폭염…전국 곳곳 강한 소나기 유의,2024.08.09. 오후 5:39,103,생활/문화,"올여름은 특히 밤더위가 극심합니다. 폭염은 광복절을 지나 하순까지도 계속될 전망입니다.외출 시 우산을 챙기고, 휴가철인 만큼 안전사고에 각별히 유의해야 합니다."
디자인·상품성 대폭 개선한 K8...가격은 400만원 올라,2024.08.09. 오후 3:21,103,생활/문화,"기아가 준대형 세단 K8의 상품성 개선 모델 '더 뉴 K8'을 공개했습니다. 외관 디자인과 사양이 대폭 개선되었으며, 가격은 전작 대비 400만원 정도 상승했습니다."
"애플, 인도는 아직…중국으로 유턴?",2024.08.09. 오후 5:14,104,세계,"대만 폭스콘의 중국 공장이 최근 2주 동안 5만명 이상의 직원을 채용했습니다. 아이폰 16 양산이 본격화되면서 생산 라인 노동 수요가 급증하고 있습니다.직원들의 시급은 최대 25위안이며, 보너스는 최대 8천위안까지 올라갈 예정입니다."
"""폭스콘 中공장, 아이폰16 출시 앞두고 5만명 신규 채용""",2024.08.09. 오후 4:28,104,세계,애플의 주요 생산업체인 폭스콘이 아이폰16 출시를 앞두고 중국 공장에서 직원을 대거 채용하고 있습니다. 애플은 인도에서의 생산 과정이 원활하지 않아 일부 생산 공정을 중국으로 다시 이전하기로 결정했습니다.
北남포항에 中화물선 입항…러 항구엔 제재 전력 北선박,2024.08.09. 오후 4:38,104,세계,"북한 남포항에 중국 화물선 '아오후이68호'가 입항했으며, 러시아 항구에는 대북 제재 위반 전력이 있는 선박이 입항했습니다. 중국 선박은 고유번호 대신 MMSI를 사용하며, 북한이 이 선박을 중고로 구매한 것으로 추정됩니다."
해리스 나비효과…대선 승리시 미국 첫 여성 원주민 주지사 탄생,2024.08.09. 오후 4:37,104,세계,"미국 민주당의 부통령 후보인 해리스 부통령과 월즈 주지사가 대선에서 승리할 경우, 미국은 아메리칸 원주민 여성 주지사를 처음 배출하게 됩니다. 월즈 주지사의 러닝메이트인 플래너건 부지사는 오지브웨족 출신으로, 주지사직 승계 의지를 밝혔습니다."
규제보다 오픈AI가 더 무서운 구글…“AI가 검색시장 장악 우려”,2024.08.09. 오후 4:44,104,세계,"미국 법무부 반독점 소송에서 구글이 승리한 것으로 평가되지만, 오픈AI의 AI 기술이 검색시장을 혁신하고 있어 구글에게 더 큰 위협이 될 수 있다고 전문가들이 경고하고 있습니다. 구글은 전 세계 검색시장을 90% 차지하고 있지만, 오픈AI의 챗GPT와 검색엔진 서치GPT 등 AI 기술을 통해 경쟁이 치열해지고 있습니다."
급변하는 베트남 권력 지형…어디로 갈 것인가[가깝고도 먼 아세안](35),2024.08.09. 오후 4:03,104,세계,"베트남 전자정부 홈페이지에 따르면, 응우옌 푸 쫑 서기장이 80세로 별세했습니다. 쫑 서기장은 부정부패 척결을 국정 최우선 과제로 삼아 베트남의 부패 인식 지수를 크게 개선했습니다."
‘개표 부정 의혹’ 마두로 “열흘간 베네수엘라에서 X 퇴출한다”,2024.08.09. 오전 10:46,104,세계,"니콜라스 마두로 베네수엘라 대통령이 소셜미디어 엑스 접속을 10일간 차단하는 법령에 서명했습니다. 대선 결과에 대한 의혹과 반정부 시위가 계속되는 가운데, 마두로 대통령과 일론 머스크의 불편한 관계가 논란입니다."
‘반도체 제국’ 인텔이 AI 시대 죽쑤는 이유,2024.08.09. 오후 3:03,104,세계,인텔이 오픈 AI의 지분을 취득하는 기회를 포기하면서 AI 분야에서 뒤처지고 있습니다. 최근 인텔은 대규모 구조조정으로 인해 어려움을 겪고 있습니다.
긴박해진 중동해법…이란 '보복 줄다리기' 속 가자협상 재시동,2024.08.09. 오후 1:12,104,세계,"미국은 이란과 이스라엘 간 긴장 고조 속에서 F-22 전투기를 중동에 급파하며 수위를 끌어올렸습니다. 이란은 이스라엘에 대한 보복을 예고하고 있지만, 이스라엘은 15일로 제시된 휴전협상 테이블에 일단 참석하겠다는 입장을 내놨습니다.미국은 이란에 경제 제재 가능성도 제기하고 있습니다."
"[차이나워치] 中, 대만 '독립분자' 명단 공포…여객선에 전차 운송 훈련",2024.08.09. 오후 5:33,104,세계,"중국이 대만 독립성향 인사들 명단을 공개했습니다. 대만에 대한 경고로 보이며, 여객선을 이용한 상륙 훈련도 진행 중입니다. 중국은 Z세대 선수들의 활약으로 올림픽에서 성과를 거두고 있으며, 폭염과 폭우로 인한 피해가 계속되고 있습니다. 또한 시신을 훔쳐 인체 이식 재료를 만든 업체가 적발되었습니다."
"존리 우주청 본부장, 미국에 ‘외국 대리인’ 등록…“보안 우려 없어”",2024.08.09. 오전 10:07,105,IT/과학,존 리 우주항공청 우주항공임무본부장이 미국 정부에 외국 대리인으로 등록한 사실이 확인됐습니다. 우주항공청은 미국과의 협력에서 문제가 생기지 않도록 미리 대리인 등록을 한 것이라고 설명했습니다.
"구글·메타, 비밀리에 10대 청소년 타깃광고 계약…윤리규정 회피",2024.08.09. 오후 4:19,105,IT/과학,"구글과 메타가 10대 청소년을 대상으로 한 광고 프로젝트를 비밀리에 진행했으나, 구글의 규정을 우회한 것으로 밝혀졌습니다. 해당 프로젝트는 미성년자를 겨냥한 것으로 지적되었고, 구글은 내부 감사를 진행하고 프로젝트를 취소했습니다."
난카이 대지진 터지면 동일본 대지진급…“한반도가 직접 영향권”,2024.08.09. 오후 3:44,105,IT/과학,8일 일본 규슈 미야자키현에서 규모 7.1 지진이 발생했습니다. 일본 정부는 난카이 대지진 대비를 위해 주의를 발령했습니다.
"루머 ""내 가게에 딱 맞는 예약·주문 사이트, '지금예약' 앱으로 만드세요” [과기대X글로벌]",2024.08.09. 오후 3:25,105,IT/과학,"서울과기대와 IT동아가 공동으로 기획한 글로벌 기업 협업 프로그램은 중소벤처기업부와 창업진흥원, 글로벌 기업 11곳이 7년 차 이내 유망 스타트업을 지원합니다. 이를 통해 지금예약이라는 서비스를 제공하는 루머가 불편한 예약 및 주문 과정을 간편하게 만들어 소상공인과 자영업자들에게 큰 도움을 주고 있습니다."
"KT ""저수익 사업 합리화, 수익성 개선에 도움될 것""(종합)",2024.08.09. 오후 4:45,105,IT/과학,KT는 2분기 영업이익이 감소한 것은 일회성 비용을 제외하면 3.1% 감소한 것으로 나타났습니다. 이는 수익성이 낮은 사업을 폐지하거나 구조를 변경함으로써 개선될 것이라고 말했습니다. 또한 MS와의 협력을 통해 한국 특화 언어모델을 출시할 예정이라고 밝혔습니다.
[푸드테크 뜬다]⑨ 파스타부터 커스텀 커피까지…주방·외식 생태계 바꾸는 로보틱스,2024.08.09. 오후 4:18,105,IT/과학,"서울 역삼동 식당 '지구테이블'에서 주방자동화 시스템 '에이트키친'으로 파스타가 조리되고 있습니다. 이는 개인 맞춤식에 대한 관심이 높아지고 있는 가운데, 지속 가능한 먹거리 산업과 푸드테크 기술이 주목받고 있습니다. '에이트키친'은 숙련된 셰프를 대체할 수 있는 주방자동화 시스템으로, 주방 인력을 줄이는 것뿐만 아니라 효율적인 조리와 세척을 가능하게 합니다."
"""하반기 전공의 추가모집 반대…사태 해결책 될 수 없어""",2024.08.09. 오후 3:28,105,IT/과학,"성균관의대 삼성병원 교수들은 전공의 추가 모집에 반대하며, 정부와 병원의 오판을 지적했습니다. 전공의들이 복귀할 여건을 마련한 후에 추가 모집을 시행해야 한다고 강조했습니다."
"MS ""이란 해커들 미국 대선 개입 시도""",2024.08.09. 오후 3:36,105,IT/과학,마이크로소프트에 따르면 이란 해커 그룹이 미국 대선 캠프 관계자들의 이메일 계정에 침입을 시도했습니다. 이번 공격은 11월 대선을 앞두고 이뤄진 정보 수집 활동의 일부로 평가됩니다.
네이버 2분기 역대 최대 실적...“AI 고도화로 경쟁력 강화할 것”,2024.08.09. 오후 3:31,105,IT/과학,"네이버가 올해 2분기에 사상 최대 매출과 영업이익을 기록했습니다. 성장세는 검색 광고, 커머스, 클라우드 등 전 사업 부문에서 고르게 나타났습니다."
"KT, MS와 '소버린AI' 개발 앞두고 보유현금 늘렸다",2024.08.09. 오후 4:15,105,IT/과학,KT가 AI 등 신기술 투자를 위해 현금자산을 늘려 부채를 줄였습니다. MS와의 협력으로 한국어 특화 LLM 개발을 추진하며 AI 시장 개척에 나섭니다.
